"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "21786", "23606",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "21566", "21566",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4559", "4594",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "29781", "29781",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "13866", "14490",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "21627", "21627",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "961", "961",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2297", "2297",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5251", "5264",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "10988", "10988",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "391", "391",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2724", "2831",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "4692", "4692",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1446", "1446",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "43780", "54412",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "48952", "59569",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1499", "1499",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "10528", "13567",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "14480", "14480",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "25756", "50120",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "57933", "61162",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6850", "9949",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9774", "9774",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "31783", "38436",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "37925", "46094",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1606", "1606",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6183", "6295",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8147", "8147",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11987", "13254",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15575", "18041",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6415", "6629",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8359", "8359",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2461", "2461",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3836", "3836",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "14489", "19107",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "17580", "22472",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1546", "1546",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3784", "4030",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4358", "4358",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "11282", "16694",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "12114", "15357",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3079", "3369",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5369", "5390",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "11530", "15028",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2904", "2904",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "9998", "12294",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "15594", "17371",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "350", "350",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1798", "1869",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3186", "3186",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "66", "66",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3693", "4076",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "6618", "6883",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "241", "241",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "1905", "2463",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3340", "3573",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "796", "1025",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1086", "1086",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "27818", "39070",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27359", "37930",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "6318", "7172",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "6188", "6188",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "23096", "38501",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "27115", "29431",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5321", "8229",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7682", "7682",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "20921", "27948",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "33696", "34298",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1697", "1697",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4365", "4824",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6513", "6513",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8127", "9349",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15631", "15762",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "1042", "1042",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4600", "5436",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8074", "8180",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2215", "2284",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2494", "2494",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "23327", "42849",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "40381", "52089",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "6939", "7268",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8973", "8973",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "23384", "37391",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "30887", "44310",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4601", "8041",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7600", "7839",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "22144", "27850",""
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "31692", "37720",""
