"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank","Closing Rank" ,"Institute Type"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "EWS", "Gender-Neutral", "84722","84722" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "44908","45750" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Female-only (including Supernumerary)", "108732","108732" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "ST", "Female-only (including Supernumerary)", "7215","7215" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "45472","45472" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "194400","194400" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "34982","34982" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6485","6485" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "22714","24214" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "24446","24446" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1128","1128" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3794","3927" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6199","6199" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "6950","8683" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "13487","13487" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4219","4351" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6164","6164" ,"NIT"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1592","1592" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Gender-Neutral", "29451","42485" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Female-only (including Supernumerary)", "30479","30479" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "40996","44695" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "GO", "SC", "Gender-Neutral", "21287","21287" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "24483","24483" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "68268","68268" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "19227","19227" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1495","1495" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15535","19148" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "21693","21693" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2827","3152" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "4130","4130" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "6196","6548" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "9810","9810" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2598","3604" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "871","871" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2299","2299" ,"NIT"
"National Institute of Technology Goa", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST (PwD)", "Gender-Neutral", "77","77" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Gender-Neutral", "47647","70297" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Female-only (including Supernumerary)", "78057","78057" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "56154","60717" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "GO", "SC", "Gender-Neutral", "59441","59441" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "GO", "ST", "Gender-Neutral", "4733","4733" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "46258","51933" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "20298","20298" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "27891","35307" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "37002","45067" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5753","5753" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "10211","11345" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18881","18881" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "1061","1061" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5775","6214" ,"NIT"
"National Institute of Technology Goa", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1791","1791" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Gender-Neutral", "1680","8952" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Female-only (including Supernumerary)", "2689","4868" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Gender-Neutral", "1988","1988" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Female-only (including Supernumerary)", "3255","3255" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Gender-Neutral", "6553","6553" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "6608","6608" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Gender-Neutral", "1405","1984" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Female-only (including Supernumerary)", "1105","1105" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Gender-Neutral", "248","343" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Gender-Neutral", "921","1041" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Female-only (including Supernumerary)", "537","863" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Gender-Neutral", "277","548" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Gender-Neutral", "430","577" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "416","416" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Gender-Neutral", "106","304" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Female-only (including Supernumerary)", "342","342" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Gender-Neutral", "153","153" ,"NIT"
"National Institute of Technology Hamirpur", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Female-only (including Supernumerary)", "138","138" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "79197","94921" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "80333","89754" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "16073","16176" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "21663","21663" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "71672","91526" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "82757","89829" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "7971","11108" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "6974","6974" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3936","4017" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "5245","5245" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "36890","42702" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "42763","48834" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6833","6951" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8177","8177" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13072","14610" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18397","19321" ,"NIT"
"National Institute of Technology Hamirpur", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6992","7584" ,"NIT"
