"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","State","Institute Type"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "26375", "28308","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "33893", "33893","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "6966", "6966","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "31100", "35696","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "41484", "41484","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6134", "6917","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "8161", "8161","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "29341", "29341","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15751", "16973","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "25894", "25894","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1184", "1184","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2595", "2636","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5925", "6347","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "10301", "10301","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3928", "3928","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5579", "5579","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1884", "1884","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "51820", "67982","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "36750", "63028","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "12054", "13177","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "13447", "13447","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "60779", "74512","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "56040", "80485","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "9709", "14319","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "14955", "14955","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "37487", "46905","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "50826", "55941","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "3491", "3491","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7709", "7763","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13878", "16102","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16630", "16630","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6956", "7383","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10263", "10263","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2470", "2929","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2420", "2420","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "17521", "26077","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "21818", "25376","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "4504", "5397","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4297", "4297","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "12957", "20809","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "23552", "30554","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4090", "6508","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "6389", "7016","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "6338", "19832","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "10765", "14120","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "16421", "21173","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "573", "573","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "2033", "2033","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2110", "2220","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3841", "3841","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3941", "4985","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "7827", "8296","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "340", "340","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2805", "3107","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3427", "3427","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "978", "1173","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "35090", "48219","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "36352", "42712","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8030", "10288","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8794", "8794","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "36232", "48231","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "48210", "53998","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "7747", "9775","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9647", "9647","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "23302", "30740","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "34421", "39256","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2481", "2481","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5449", "5542","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6363", "6363","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8431", "11353","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "14216", "17410","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "1486", "1486","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4708", "6410","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5683", "5683","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2605", "2869","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3248", "3248","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mathematics and Computing (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "21758", "26506","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mathematics and Computing (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27011", "27011","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mathematics and Computing (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "4979", "5775","Punjab","NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mathematics and Computing (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "15075", "31705","Punjab","NIT"
